KP,Location,D_o,h,sigma_y,t_corr,f_tol,E,v,f_0
331,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
332,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
333,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
334,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
335,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
336,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
337,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
338,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
339,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
340,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
341,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
342,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
343,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
344,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
345,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
346,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
347,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
348,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
349,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
350,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
351,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
352,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
353,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
354,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
355,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
356,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
357,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
358,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
359,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
360,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
361,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
362,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
363,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
364,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
365,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
366,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
367,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
368,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
369,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
370,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
371,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
372,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
373,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
374,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
375,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
376,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
377,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
378,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
379,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
380,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
381,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
382,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
383,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
384,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
385,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
386,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
387,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
388,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
389,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
390,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
391,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
392,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
393,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
394,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
395,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
396,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
397,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
398,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
399,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
400,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
401,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
402,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
403,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
404,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
405,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
406,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
407,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
408,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
409,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
410,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
411,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
412,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
413,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
414,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
415,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
416,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
417,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
418,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
419,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
420,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
421,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
422,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
423,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
424,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
425,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
426,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
427,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
428,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
429,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
430,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
431,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
432,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
433,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
434,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
435,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
436,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
437,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
438,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
439,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
440,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
441,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
442,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
443,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
444,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
445,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
446,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
447,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
448,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
449,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
450,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
451,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
452,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
453,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
454,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
455,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
456,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
457,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
458,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
459,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
460,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
461,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
462,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
463,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
464,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
465,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
466,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
467,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
468,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
469,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
470,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
471,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
472,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
473,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
474,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
475,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
476,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
477,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
478,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
479,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
480,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
481,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
482,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
483,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
484,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
485,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
486,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
487,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
488,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
489,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
490,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
491,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
492,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
493,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
494,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
495,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
496,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
497,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
498,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
499,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
500,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
501,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
502,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
503,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
504,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
505,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
506,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
507,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
508,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
509,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
510,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
511,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
512,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
513,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
514,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
515,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
516,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
517,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
518,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
519,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
520,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
521,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
522,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
523,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
524,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
525,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
526,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
527,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
528,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
529,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
530,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
531,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
532,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
533,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
534,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
535,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
536,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
537,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
538,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
539,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
540,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
541,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
542,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
543,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
544,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
545,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
546,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
547,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
548,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
549,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
550,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
551,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
552,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
553,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
554,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
555,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
556,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
557,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
558,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
559,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
560,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
561,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
562,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
563,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
564,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
565,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
566,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
567,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
568,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
569,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
570,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
571,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
572,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
573,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
574,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
575,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
576,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
577,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
578,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
579,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
580,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
581,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
582,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
583,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
584,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
585,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
586,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
587,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
588,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
589,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
590,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
591,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
592,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
593,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
594,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
595,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
596,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
597,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
598,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
599,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
600,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
601,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
602,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
603,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
604,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
605,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
606,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
607,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
608,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
609,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
610,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
611,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
612,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
613,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
614,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
615,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
616,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
617,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
618,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
619,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
620,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
621,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
622,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
623,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
624,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
625,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
626,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
627,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
628,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
629,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
630,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
631,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
632,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
633,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
634,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
635,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
636,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
637,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
638,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
639,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
640,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
641,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
642,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
643,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
644,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
645,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
646,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
647,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
648,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
649,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
650,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
651,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
652,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
653,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
654,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
655,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
656,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
657,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
658,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
659,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
660,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
661,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
662,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
